list,title,doi,documentPage
https://dblp.org/rec/conf/ecai/LiJLZN00O23,Theoretically Guaranteed Policy Improvement Distilled from Model-Based Planning.,https://doi.org/10.3233/FAIA230415,https://doi.org/10.3233/FAIA230415
https://dblp.org/rec/conf/ecai/LiK20,Towards Meta-Reasoning for Ontologies: A Roadmap.,https://doi.org/10.3233/FAIA200450,https://doi.org/10.3233/FAIA200450
https://dblp.org/rec/conf/ecai/LiK23,Neural Architecture Search for Explainable Networks.,https://doi.org/10.3233/FAIA230423,https://doi.org/10.3233/FAIA230423
https://dblp.org/rec/conf/ecai/LiKRL08,Combining binary constraint networks in qualitative reasoning.,https://doi.org/10.3233/978-1-58603-891-5-515,https://doi.org/10.3233/978-1-58603-891-5-515
https://dblp.org/rec/conf/ecai/LiL16,Semi-Supervised Learning on an Augmented Graph with Class Labels.,https://doi.org/10.3233/978-1-61499-672-9-1571,https://doi.org/10.3233/978-1-61499-672-9-1571
https://dblp.org/rec/conf/ecai/LiL23,Mechanism Design for Ad Auctions with Display Prices.,https://doi.org/10.3233/FAIA230414,https://doi.org/10.3233/FAIA230414
https://dblp.org/rec/conf/ecai/LiL23a,High Probability Analysis for Non-Convex Stochastic Optimization with Clipping.,https://doi.org/10.3233/FAIA230418,https://doi.org/10.3233/FAIA230418
https://dblp.org/rec/conf/ecai/LiLWS16,Adaptive Binary Quantization for Fast Nearest Neighbor Search.,https://doi.org/10.3233/978-1-61499-672-9-64,https://doi.org/10.3233/978-1-61499-672-9-64
https://dblp.org/rec/conf/ecai/LiLYCH24,Adapt PointFormer: 3D Point Cloud Analysis via Adapting 2D Visual Transformers.,https://doi.org/10.3233/FAIA240475,https://doi.org/10.3233/FAIA240475
https://dblp.org/rec/conf/ecai/LiLZ24,Comateformer: Combined Attention Transformer for Semantic Sentence Matching.,https://doi.org/10.3233/FAIA240926,https://doi.org/10.3233/FAIA240926
https://dblp.org/rec/conf/ecai/LiM20,Forecaster: A Graph Transformer for Forecasting Spatial and Time-Dependent Data.,https://doi.org/10.3233/FAIA200231,https://doi.org/10.3233/FAIA200231
https://dblp.org/rec/conf/ecai/LimaL96,Optimizing the Presentation of Modal Natural Deduction Proofs.,,
